Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
6,280,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7142.857142857143,280.0,0.0,280.0,280.0,280.0,280.0,0.0,280.0,280.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,7142.857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,16425,0,0,20,0.0,0.0,0.0,0.0,1556540555002717.0,0.0,1556540555002717.0,1556540555002717.0,0
6,2714,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105.379513633014,1357.0,1327.9465350683365,2296.0,418.0,0.0,0.0,0.0,0.0,0.0,2296.0,2296.0,0.0,2296.0,2296.0,0,0,0,0,20,40,368.45983787767136,736.9196757553427,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,1026,0,20,0.0,0.0,0.0,0.0,1556540556113185.0,0.0,1556540556113185.0,1556540556113185.0,0
6,700611,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28197673173844,350305.5,495350.2205313933,700571.0,40.0,700611.0,350305.5,495350.2205313933,700571.0,40.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,4.28197673173844,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,237,0,0,20,0.0,0.0,0.0,0.0,1556540559155627.0,0.0,1556540559155627.0,1556540559155627.0,0
6,119922172,304,296,178632.0,0.0,1460.0,4.0,587.605263157895,356.02414272522424,0.0,0.0,0.0,0.0,1489.566082909172,5.0032449378918855,200203.95993322198,284122.94305301853,1049631.0,2.0,119922159.0,395782.702970297,287105.2705444609,1050523.0,7.0,119921109.0,406512.2338983049,283317.61684719805,1049866.0,2.0,1,0,0,0,6080,5920,2.5349774351985555,2.46826750269333,0.0,1460.0,297.4459234608983,387.763004279058,150360.1474875207,0,0,0,302,600,0,0,0,0.0,297.94166666666666,587.6052631578948,0.0,0,0,0,8931,15,1774,0,297,0,0,237,1024,303,20,0.0,0.0,0.0,0.0,1556540442071408.0,0.0,1556540442071408.0,1556540442071408.0,0
6,2687,4,5,954.0,2370.0,733.0,0.0,238.5,345.7364121215274,1460.0,0.0,474.0,677.5544258581741,1237067.361369557,3349.4603647190165,335.875,495.14714623894525,1462.0,6.0,1158.0,386.0,398.76434143488814,807.0,14.0,2424.0,606.0,719.7782065794064,1462.0,6.0,0,0,0,0,92,112,1488.6490509862301,1860.8113137327875,0.0,1460.0,332.4,520.7827868805872,271214.7111111112,1,2,0,3,8,0,0,0,1.0,369.33333333333326,238.5,474.0,0,0,0,3324,4,1768085,0,106,0,263,8192,8209,2,20,0.0,0.0,0.0,0.0,1556540617077871.0,0.0,1556540617077871.0,1556540617077871.0,0
6,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,16425,0,0,20,0.0,0.0,0.0,0.0,1556540617080674.0,0.0,1556540617080674.0,1556540617080674.0,0
6,7441,4,4,954.0,2370.0,733.0,0.0,238.5,345.7364121215274,1460.0,0.0,592.5,720.0636545935829,446714.1513237468,1075.124311248488,1063.0,2243.9792037063685,6137.0,15.0,976.0,325.3333333333333,176.32451143653662,525.0,191.0,6931.0,2310.333333333333,3335.365397274088,6137.0,20.0,0,0,0,0,92,92,537.562155624244,537.562155624244,0.0,1460.0,369.33333333333326,538.3035853493826,289770.75,1,2,0,3,7,0,0,0,1.0,415.5,238.5,592.5,0,0,0,3324,4,499399,0,119,0,296,8192,8212,2,20,0.0,0.0,0.0,0.0,1556540675748095.0,0.0,1556540675748095.0,1556540675748095.0,0
6,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6666666665,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,666666.6666666665,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,16425,0,0,20,0.0,0.0,0.0,0.0,1556540675755540.0,0.0,1556540675755540.0,1556540675755540.0,0
6,301,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13289.036544850498,100.33333333333331,97.08415593356793,195.0,1.0,1.0,1.0,0.0,1.0,1.0,105.0,105.0,0.0,105.0,105.0,0,0,0,0,52,40,6644.518272425249,6644.518272425249,0.0,0.0,0.0,0.0,0.0,2,0,0,0,4,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,1026,0,20,0.0,0.0,0.0,0.0,1556540677723293.0,0.0,1556540677723293.0,1556540677723293.0,0
6,11,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181818.18181818182,11.0,0.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,181818.18181818182,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,237,0,0,20,0.0,0.0,0.0,0.0,1556540678728863.0,0.0,1556540678728863.0,1556540678728863.0,0
6,119748081,311,294,179274.0,0.0,1460.0,4.0,576.4437299035376,351.7975992750949,0.0,0.0,0.0,0.0,1497.0928845197946,5.052273029744836,198258.4122516556,271137.94750624226,1047198.0,2.0,119745943.0,386277.23548387096,266033.7849583422,1047748.0,4.0,119747695.0,408695.20477815706,256349.0675775697,1047467.0,2.0,1,0,0,0,6220,5880,2.597118863224205,2.455154166520631,0.0,1460.0,296.5330033003304,382.6860155692752,146448.58651228753,0,0,0,306,605,0,0,0,0.0,297.0231404958678,576.443729903537,0.0,0,0,0,9435,16,1764,0,296,0,0,237,1019,310,20,0.0,0.0,0.0,0.0,1556540562399813.0,0.0,1556540562399813.0,1556540562399813.0,0
6,827,2,0,31.0,0.0,31.0,0.0,15.5,21.92031021678297,0.0,0.0,0.0,0.0,37484.88512696493,2418.3796856106405,827.0,0.0,827.0,827.0,827.0,827.0,0.0,827.0,827.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,2418.3796856106405,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,1,0,0,1,2,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,1,15,0,0,245,0,0,20,0.0,0.0,0.0,0.0,1556540695465311.0,0.0,1556540695465311.0,1556540695465311.0,0
6,1580,4,4,954.0,2370.0,733.0,0.0,238.5,345.7364121215274,1460.0,0.0,592.5,720.0636545935829,2103797.4683544305,5063.291139240506,225.7142857142857,355.38604094032456,1020.0,8.0,541.0,180.33333333333331,59.07904309764447,248.0,139.0,1451.0,483.6666666666666,508.72028987778083,1020.0,8.0,0,0,0,0,92,92,2531.645569620253,2531.645569620253,0.0,1460.0,369.33333333333326,538.3035853493826,289770.75,1,2,0,3,7,0,0,0,1.0,415.5,238.5,592.5,0,0,0,3324,4,2821731,0,119,0,296,8192,8212,2,20,0.0,0.0,0.0,0.0,1556540735325806.0,0.0,1556540735325806.0,1556540735325806.0,0
6,878,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5694.760820045558,219.5,217.01996835928867,512.0,2.0,2.0,2.0,0.0,2.0,2.0,747.0,373.5,195.86857838867363,512.0,235.0,0,0,0,0,52,60,2277.904328018223,3416.856492027335,0.0,0.0,0.0,0.0,0.0,2,0,0,0,5,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,1026,0,20,0.0,0.0,0.0,0.0,1556540739214876.0,0.0,1556540739214876.0,1556540739214876.0,0
6,592,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5067.5675675675675,296.0,156.9777054234135,407.0,185.0,0.0,0.0,0.0,0.0,0.0,407.0,407.0,0.0,407.0,407.0,0,0,0,0,20,40,1689.1891891891892,3378.3783783783783,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,1026,0,20,0.0,0.0,0.0,0.0,1556540795383613.0,0.0,1556540795383613.0,1556540795383613.0,0
6,115236,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.03353118817036,57618.0,80709.16800463253,114688.0,548.0,0.0,0.0,0.0,0.0,0.0,114688.0,114688.0,0.0,114688.0,114688.0,0,0,0,0,20,40,8.677843729390121,17.355687458780242,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,1026,0,20,0.0,0.0,0.0,0.0,1556540796505865.0,0.0,1556540796505865.0,1556540796505865.0,0
6,23874,4,4,954.0,2370.0,733.0,0.0,238.5,345.7364121215274,1460.0,0.0,592.5,720.0636545935829,139230.96255340538,335.0925693222752,3410.5714285714284,7986.542949594291,21487.0,13.0,2357.0,785.6666666666665,761.2977954344368,1655.0,238.0,22414.0,7471.333333333334,12146.132978579368,21487.0,17.0,0,0,0,0,92,92,167.5462846611376,167.5462846611376,0.0,1460.0,369.33333333333326,538.3035853493826,289770.75,1,2,0,3,7,0,0,0,1.0,415.5,238.5,592.5,0,0,0,3324,4,151221,0,119,0,296,8192,1022,2,20,0.0,0.0,0.0,0.0,1556540797128893.0,0.0,1556540797128893.0,1556540797128893.0,0
6,200948,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.952823616059877,200948.0,0.0,200948.0,200948.0,200948.0,200948.0,0.0,200948.0,200948.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,9.952823616059877,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,524,0,0,20,0.0,0.0,0.0,0.0,1556540797440303.0,0.0,1556540797440303.0,1556540797440303.0,0
6,5420,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.5055350553505,2710.0,519.0163773909259,3077.0,2343.0,0.0,0.0,0.0,0.0,0.0,3077.0,3077.0,0.0,3077.0,3077.0,0,0,0,0,20,40,184.50184501845013,369.0036900369004,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,1026,0,20,0.0,0.0,0.0,0.0,1556540798064943.0,0.0,1556540798064943.0,1556540798064943.0,0
6,45728,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.60531840447868,22864.0,29493.423843290897,43719.0,2009.0,0.0,0.0,0.0,0.0,0.0,43719.0,43719.0,0.0,43719.0,43719.0,0,0,0,0,20,40,21.868439468159558,43.736878936319115,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,1026,0,20,0.0,0.0,0.0,0.0,1556540798064941.0,0.0,1556540798064941.0,1556540798064941.0,0
6,604,2,4,1570.0,0.0,1460.0,110.0,785.0,954.5941546018393,0.0,0.0,0.0,0.0,2599337.74834437,9933.774834437083,120.8,159.8083226868989,385.0,4.0,4.0,4.0,0.0,4.0,4.0,595.0,198.3333333333333,168.9210861122238,385.0,56.0,1,0,0,0,40,104,3311.258278145696,6622.516556291392,0.0,1460.0,240.0,540.4627646748664,292100.0,2,0,0,1,6,0,0,0,2.0,280.0,785.0,0.0,0,0,0,0,0,0,0,261,0,0,245,1026,1,20,0.0,0.0,0.0,0.0,1556540799218466.0,0.0,1556540799218466.0,1556540799218466.0,0
6,119906154,313,287,178729.0,0.0,1460.0,4.0,571.0191693290731,374.8226156745383,0.0,0.0,0.0,0.0,1490.5740367587805,5.0039133104044025,200177.21869782952,281853.7833383373,1003065.0,1.0,119905992.0,384314.0769230768,286323.8885932132,1003161.0,2.0,119905990.0,419251.7132867135,273413.9448284365,1003281.0,1.0,1,0,0,0,6260,5740,2.6103747769276286,2.393538533476772,0.0,1460.0,298.0931780366056,392.99539179238457,154445.37797004986,0,0,0,305,600,0,0,0,0.0,298.59,571.0191693290735,0.0,0,0,0,10513,18,1720,0,297,0,0,237,1018,312,20,0.0,0.0,0.0,0.0,1556540682443795.0,0.0,1556540682443795.0,1556540682443795.0,0
6,2197,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365.4984069185252,1098.5,1366.8374080335966,2065.0,132.0,0.0,0.0,0.0,0.0,0.0,2065.0,2065.0,0.0,2065.0,2065.0,0,0,0,0,20,40,455.16613563950835,910.3322712790167,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,1026,0,20,0.0,0.0,0.0,0.0,1556540856677076.0,0.0,1556540856677076.0,1556540856677076.0,0
6,442,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6787.330316742081,221.0,63.639610306789294,266.0,176.0,0.0,0.0,0.0,0.0,0.0,266.0,266.0,0.0,266.0,266.0,0,0,0,0,20,40,2262.443438914027,4524.886877828054,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,1025,0,20,0.0,0.0,0.0,0.0,1556540856892082.0,0.0,1556540856892082.0,1556540856892082.0,0
6,1897,4,4,954.0,2370.0,733.0,0.0,238.5,345.7364121215274,1460.0,0.0,592.5,720.0636545935829,1752240.3795466525,4217.185028993147,271.0,448.5405964532828,1270.0,6.0,608.0,202.66666666666663,143.2701411087926,368.0,115.0,1637.0,545.6666666666667,650.0494852957991,1270.0,13.0,0,0,0,0,92,92,2108.5925144965736,2108.5925144965736,0.0,1460.0,369.33333333333326,538.3035853493826,289770.75,1,2,0,3,7,0,0,0,1.0,415.5,238.5,592.5,0,0,0,3324,4,2367521,0,119,0,296,8192,8212,2,20,0.0,0.0,0.0,0.0,1556540857043605.0,0.0,1556540857043605.0,1556540857043605.0,0
6,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,16425,0,0,20,0.0,0.0,0.0,0.0,1556540857045599.0,0.0,1556540857045599.0,1556540857045599.0,0
6,735,1,3,110.0,0.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,149659.86394557822,5442.1768707483,245.0,225.78529624402032,450.0,3.0,0.0,0.0,0.0,0.0,0.0,285.0,142.5,197.28279195104682,282.0,3.0,1,0,0,0,20,72,1360.544217687075,4081.632653061225,0.0,110.0,44.00000000000001,60.24948132556828,3630.0,2,0,0,1,4,0,0,0,3.0,55.0,110.0,0.0,0,0,0,0,0,0,0,27,0,0,245,1026,0,20,0.0,0.0,0.0,0.0,1556540857723243.0,0.0,1556540857723243.0,1556540857723243.0,0
6,828,1,3,986.0,0.0,986.0,986.0,986.0,0.0,0.0,0.0,0.0,0.0,1190821.2560386474,4830.917874396136,276.0,261.96946386936014,524.0,2.0,0.0,0.0,0.0,0.0,0.0,304.0,152.0,212.13203435596427,302.0,2.0,1,0,0,0,20,72,1207.729468599034,3623.1884057971015,0.0,986.0,394.4,540.0544417000939,291658.8,2,0,0,1,4,0,0,0,3.0,493.0,986.0,0.0,0,0,0,0,0,0,0,246,0,0,237,1026,0,20,0.0,0.0,0.0,0.0,1556540857829900.0,0.0,1556540857829900.0,1556540857829900.0,0
6,703,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5689.9004267425325,234.33333333333331,201.34630201057416,358.0,2.0,2.0,2.0,0.0,2.0,2.0,358.0,358.0,0.0,358.0,358.0,0,0,0,0,52,40,2844.9502133712663,2844.9502133712663,0.0,0.0,0.0,0.0,0.0,2,0,0,0,4,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,1026,0,20,0.0,0.0,0.0,0.0,1556540858151966.0,0.0,1556540858151966.0,1556540858151966.0,0
6,268,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11194.029850746267,134.0,65.05382386916237,180.0,88.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,0.0,180.0,180.0,0,0,0,0,20,40,3731.343283582089,7462.686567164178,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,1024,0,20,0.0,0.0,0.0,0.0,1556540860915613.0,0.0,1556540860915613.0,1556540860915613.0,0
6,380,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7894.736842105262,190.0,12.727922061357855,199.0,181.0,0.0,0.0,0.0,0.0,0.0,181.0,181.0,0.0,181.0,181.0,0,0,0,0,20,40,2631.578947368421,5263.157894736842,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,1026,0,20,0.0,0.0,0.0,0.0,1556540861220120.0,0.0,1556540861220120.0,1556540861220120.0,0
6,506,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5928.85375494071,253.0,243.2447327281724,425.0,81.0,0.0,0.0,0.0,0.0,0.0,425.0,425.0,0.0,425.0,425.0,0,0,0,0,20,40,1976.284584980237,3952.569169960474,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,1026,0,20,0.0,0.0,0.0,0.0,1556540861846578.0,0.0,1556540861846578.0,1556540861846578.0,0
